id,tomato_score,review_text
25,positive,"In spite of these few and fairly obvious faults, The Godfather, Part Two is one of the year's most interesting films."
26,positive,"Somehow this beautifully made, intermittently exciting film never pulls us once and for all into its own world. But its ambition, vision and artistic courage make it more marvelous than anything we might have expected from that ill-fated form, the sequel."
27,positive,"Such a plot-heavy movie reminds us what a pleasure it is to watch a film that immerses us completely in another world, with its own values, customs and people."
28,negative,"Coppola's ambitious The Godfather Part Two is a slow, aimless and annoyingly restless movie which purports to be about gangsterism but is, in fact, about the boredom of waiting. So much so that it eventually evolves into the very thing it's about."
29,positive,"The atmosphere of awestruck deference which surrounded Brando [in the first film], both as a dramatis persona and, one suspects, as a performer, gives way to the infinitely chillier briskness of the late fifties."
30,positive,Director Francis Ford Coppola has fashioned a film of awesome power and overpowering performances.
31,positive,"The Godfather -- Part II is a very good motion picture. It is sporadically violent on the outside, constantly violent on the inside. It benefits from fine acting and expert direction, and it speaks with power."
32,positive,"No shadow of the original, no mere effort to coin new revenue from a tested mold, Godfather II brings about the fulfillment of a whole work that is greater than either of its halves. Greater, even, than the sum of them."
33,positive,"The film is a very considerable achievement it is an epic about the underbelly of America that says far more than The Great Gatsby, for instance, ever did."
34,negative,"The Godfather now becomes the Gone With The Wind of gangster films and more, in terms of sheer length; but in quality it remains no more than a superior gangland epic."
35,positive,"Pacino has the ability to look menacing and sympathetic at the same time, commanding your attention for the full 3 1/4 hours it takes for the movie to unfold."
36,positive,"By bringing it close to the present day and digging deeper into its roots, Coppola has come up with a much more definitive explanation of [organized crime]. There will obviously be no need for a Part Three."
37,positive,"It is axiomatic that, if a film hits the jackpot, a sequel will be made. It is equally axiomatic that the sequel will not be as good. The Godfather, Part II is an exception to this rule."
38,positive,"A masterful sequel, replete with action, showmanship, humor and technical craftsmanship."
39,positive,Just a really terrific movie in every way. The War and Peace (mostly war) of the Corleone family.
40,positive,"It's a whale of a movie, more ambitious, bigger scaled and more richly textured than the first."
41,positive,"Godfather II is quieter, less propulsive, less furiously violent than Godfather I and it demonstrably lacks the hypnotic patriarchal figure of Brando as Don Corleone... The new film settles for its own strengths, and they are considerable."
42,positive,"Al Pacino is sure to receive an Oscar nomination for his portrayal of a tougher, more cold-blooded Michael."
43,positive,"Flashbacks ate the winning element in The Godfather Part II, which remains enthralling for some three hours of its 200-minute running time."
44,positive,"To predict the future of this young film-maker would be ridiculous. Already it's evident that he's the capo di tutti capi, the boss of all bosses of our new American cinema."
45,positive,The family politics and maneuvering was not what interested me but I do have to admit I liked the elements of betrayal and the incredible capacity the characters had to hold grudges.
46,positive,"The Godfather Part II set a template for sequels - dig deeper, hit harder, push further."
47,positive,The Godfather Part II manages to set the modern cinematic standard for film sequels.
48,positive,"A mesmerizing, often exhausting experience."
49,positive,One of the best sequels ever made.
50,positive,The perfect complementing companion piece to serve as both a sequel and a prequel.
