id,tomato_score,review_text
33,positive,"Raging Bull is a compelling film, well written and crafted, superbly acted. In this leanest of all movie seasons, it is one of a handful of genuine contenders."
34,positive,"De Niro is submerged again in La Motta -- riveting in the ring and in love but most impressive after the fights are over, as a club owner in his 50s. De Niro gained 50 pounds for this segment of the role. With makeup, the aging is extraordinary."
35,negative,"It might have been fascinating, or at least instructive, to probe the mind of a rough-and-ready character like this. But the film has no moral or psychological center for the characters and incidents to latch onto."
36,positive,"Robert De Niro's efforts to become the man he apes have been well-documented... This is certainly a tremendous performance, while newcomer Cathy Moriarty makes a stunning debut as his wife, Vickie."
37,positive,De Niro is responsible with his masterpiece performance for keeping us entranced as the persona of a man we probably never really want to know is revealed.
38,positive,What's surprising... is that Raging Bull's most lacerating scenes take place outside the ring. It's the first American movie I can recall that looks at the violent destructiveness of jealousy.
39,positive,"Raging Bull is a bloody, swollen, sweaty tribute to those who are crazy enough to box."
40,positive,"To cap its technical achievements, Thelma Schoonmaker's editing has filled the film both with lyricism and jarring effects that are almost physical. So whatever its defects, Raging Bull is unquestionably the film that ought be named the best of 1980."
41,positive,"Of course, the film's true glory is De Niro. To miss him in anything is a mistake; to miss him here at the peak of his remarkable powers is to lose out on a once-in-a-lifetime film experience."
42,positive,"Raging Bull is a masterful etching, scratching deep yet with disarming subtlety into the true story of boxer Jake La Motta."
43,positive,"[Martin Scorsese's] recreation of what went on in the ring may be no credit to the New York boxing world, which seems here mainly sadistic. But filmgoers with a stomach for such fighting will enjoy the thunderously sickening sound of every punch."
44,positive,"It's a stunning piece of cinema -- as stunning as anything Scorsese has ever filmed. But why spend two hours with a shallow, truly obnoxious character if it's not to understand his tragedy?"
45,positive,"The camerawork underpins the movie's style of graphic abstraction, framing Robert De Niro's resonant chameleon impersonation of La Motta with the emblematic force of a Goya etching."
46,positive,"Scorsese is a talented director, and this time he tops himself. He takes bold steps to make his film a powerful, visual masterpiece, and the gambles pay off."
47,positive,"De Niro's performance is an absorbing, often explosive tour de force. The actor who performed brilliantly in Bang the Drum Slowly, Godfather II and The Deer Hunter outdoes himself in this."
48,negative,After the hoo-ha surrounding Raging Bull the last thing I expected was to be bored. But I was.
49,positive,Scorsese shows us La Motta's world in all its shabby nakedness like tearing a bandage off an unhealed sore. There are few Hollywood cosmetics in this picture.
50,positive,"Raging Bull is a stunning film, far beyond the impact of its gruesomely authentic ring scenes. It's the craft of film pitched high, the rarity of art reflecting life."
