id,user_rating,review_text
36,3/4,"Full of grandeur one moment, then a bit absurd, bordering on Monty Python and the Holy Grail territory. Yet overall, despite momentary lapses, this must be voted a victory for Gibson, who shows a brave heart and a canny head as a filmmaker."
37,,"There's something irresistible about such shameless indulgences in improbable valor, impossible odds, and excruciating martyrdoms -- all punctuated by panoramas of Celts in skirts and painted faces hacking away at one another."
38,,"Braveheart is well acted and contains a number of extremely well-staged battle scenes, but the romantic interludes are overblown and poorly conceived. Picketed in New York by gay groups, Braveheart is also blatantly homophobic."
39,,"You have to admire Gibson for taking on such a mammoth task... In his usual style, he wears his passion for the project, and the character, on his sleeve, especially in the bruising battle scenes where the movie and its hero really hit their stride."
40,3/4,"The battle scenes alone are worth viewing, but they're not for the faint-hearted. As swords, shields, spears, arrows and balls and chains fly, so do heads and other limbs."
41,3/5,"Make no mistake about this. For its many virtues -- its epic ambition, fine sentiment, virile execution and visual grandeur -- Braveheart is ultimately a wallow in the basic violence that civilization was supposed to erase and all too obviously has not."
42,3/5,"It is loud, brutal, and sprawling, an overflow of tartan and blood. It's also a lot of fun, in a dopey epic adventure kind of way. It's also about an hour too long."
43,2.5/5,"The spectacular battle sequences are so rivetingly awesome it's easy to overlook how needlessly fat and superficial this historical vanity project is. Despite its flaws, however... this blood-soaked saga exerts an undeniable pull."
44,5/5,"Not since the Sixties, and the heyday of film spectacles with casts of thousands like El Cid, has there been an historical tale of such scope and size."
45,,"Gibson's movie is handsomely mounted, the ferocious battles (if somewhat repetitive) are staged with considerable panache, and the unpleasantness of life in the Middle Ages comes across cold and dreary."
46,,"Gibson turns the myth-laden tale of William Wallace, the 13th century Highlander, into a doom-ridden saga that’s at its most striking in the din of battle, and its most tedious when searching for the private man inside the historical figure."
47,,"An unappetizing mix of swoony romanticism and shots of heads being crushed by mace blows, Braveheart may test the patience of even Dances With Wolves fans."
48,2.5/4,"Braveheart wants to be nothing less than a chest-beating epic, and Gibson almost pulls it off. If the movie is not a cohesive whole, it still demonstrates an intoxicating love for adventure."
49,3.5/4,"Just what makes a historical costume drama a thrilling adventure instead of the more typical plodding pretentious bore is hard to pin down, but Gibson has managed to keep Braveheart, for all its grandeur and sweep, at a very personal and passionate level."
50,3/4,"Not quite [a classic]. Still, in orchestrating its raw energy, evocative beauty and senses-shattering violence to compelling emotional peaks, Mel Gibson shows he’s got the goods to be as powerful a force in the director’s chair as he is at the box office."
